,wl_lake,temp_lake,temp_land,wspd_lake,wspd_land,lst,Precp
1981-02-10,183.22783333333334,-15.222322029321369,-21.90477076060986,6.594271958074278,3.2428553505978797,0.9749754129118561,1.0783606557377052
1981-02-11,183.23116666666667,-19.73241257829731,-25.073138790677966,10.494520283401014,5.768748588292581,0.8742586196619189,3.641147540983607
1981-02-12,183.21066666666664,-18.06385369852286,-24.55041943901685,5.933302541452886,3.074813293586555,0.695048910108924,0.13229508196721315
1981-02-13,183.19833333333335,-10.922284645288169,-15.73618802961135,5.250347976232864,3.3576496845320882,0.6753557017782458,0.2959016393442623
1981-02-14,183.20083333333332,-5.141215032460736,-9.074994771422665,4.069489565017751,2.9590774401143487,0.6111491288266724,0.0001639344262295082
1981-02-15,183.19433333333336,-0.3725890464523211,-1.0030954036754753,8.058961952653894,6.321177533240729,0.6227650387961551,0.0
1981-02-16,183.20149999999998,0.5410308708139019,0.11800706202357544,6.3452141166989575,4.639630674102332,0.5565305564944159,0.19491803278688524
1981-02-17,183.2015,0.8088917115918635,0.883331332511987,5.8496058026645406,4.298334119279413,0.6279645242580508,0.01934426229508197
1981-02-18,183.19933333333333,0.7971034017549891,0.5893148796974167,3.878518796869677,2.8483666352072654,0.8618635515030261,0.6313114754098361
1981-02-19,183.21333333333334,0.576099188149381,0.5326746336408534,3.792742574558774,2.70632488513159,0.8531278412420501,2.0752459016393443
1981-02-20,183.21616666666668,-0.03570242641734428,-0.04160478941389007,1.736928918079108,1.594898213095959,0.8423976944956282,0.0
1981-02-21,183.20966666666666,-0.11952456000710826,-0.3332589004213446,3.0129975032886476,2.6342979022929742,0.8231275777612194,0.6409836065573771
1981-02-22,183.20966666666666,-0.2385009454221141,-0.40122643106557426,5.758305344186408,3.3524304788808084,0.8426988485924891,9.730491803278683
1981-02-23,183.2225,0.30721442553461814,-0.2875383052868032,4.738066517039611,3.9219148277449847,0.8475468453104535,10.79147540983607
1981-02-24,183.23800000000003,-0.9498319171723866,-2.0956082544053105,6.698967220400166,4.564895272660303,0.8767830301270558,4.779836065573769
1981-02-25,183.24416666666664,-4.68762662459393,-6.831272950498739,6.029360704688214,3.3474359916320915,0.7968819307403217,0.09065573770491805
1981-02-26,183.23666666666668,-5.413896534718622,-7.904216488465568,3.282226060673285,1.9228349920079748,0.7730288326287552,0.0
1981-02-27,183.22216666666668,-3.0010444225908133,-5.248728404771414,4.591240036982248,3.110852863418607,0.7353569245183078,0.09885245901639343
1981-02-28,183.24733333333333,-1.404237773142704,-2.996549189485462,6.193092960065503,4.028709824724998,0.6596194355406889,9.213114754098363
1981-03-01,183.2446666666667,-2.563123015319409,-4.139637330246814,7.291752438797471,4.769626595933277,0.6642970664127035,0.040491803278688523
1981-03-02,183.2586666666667,-7.993290271888783,-11.216180995073803,8.747243134828501,4.964575282755013,0.6158460317410145,1.150327868852459
1981-03-03,183.24066666666667,-9.240006180847583,-13.747397812260177,4.194247046988389,2.64927333259618,0.6369033713847913,0.1670491803278688
1981-03-04,183.24383333333333,-6.4007685849455775,-10.047901549349822,5.066972147599083,2.900516345531972,0.6589192884570553,2.3954098360655744
1981-03-05,183.245,-7.515994811544612,-10.745743610474705,4.452729676882033,2.8655594393811743,0.6311756046336411,0.045737704918032786
1981-03-06,183.24683333333334,-7.537827809651693,-10.69273526779074,6.2536754024042285,3.7375888556769787,0.6340614701762934,0.9455737704918032
1981-03-07,183.24083333333337,-2.968685461550342,-4.688845956562373,4.5562108513603325,2.921804887280483,0.5425687609949877,0.06459016393442624
1981-03-08,183.23433333333332,-1.5868156718559003,-3.1616622133233943,3.484623125054003,2.151258227777079,0.5261460303371769,0.0
1981-03-09,183.2313333333333,-1.9017396394898287,-4.081434464612543,3.392889384473363,2.373115322804425,0.5620652295866907,0.04836065573770492
1981-03-10,183.23316666666668,-3.7583446502685542,-6.059482561831445,4.2233696569207,2.5988519118707383,0.5958553726781906,0.20901639344262293
1981-03-11,183.225,-3.3841894759612816,-5.079221645464701,5.548341097313384,3.4782708599768686,0.5827897972228802,0.03409836065573771
1981-03-12,183.2345,-0.21120612475336814,-1.2792463744712983,8.384169893190636,5.456287268231397,0.6111494165644042,0.0001639344262295082
1981-03-13,183.234,-6.422332478218334,-8.966347296506365,7.82647489586548,4.4449127969459274,0.5573468575375145,0.04836065573770491
1981-03-14,183.21633333333338,-2.719730247445657,-5.273197586699563,8.195073835578624,4.327675888017345,0.6294675678541991,0.048688524590163935
1981-03-15,183.23166666666665,-1.9065909872249678,-4.191759189496239,8.132726984306895,5.043820217718593,0.7256205343826516,0.04295081967213115
1981-03-16,183.2268333333333,-5.882323544041641,-9.582533446895109,7.67849325195151,4.1791410542254175,0.760379389668794,0.2514754098360656
1981-03-17,183.23499999999999,-6.678449695613107,-10.071494496158152,10.71936895169122,5.7784303697228925,1.0270110314512915,1.4296721311475407
1981-03-18,183.23016666666663,-7.487932607430177,-10.295576053476225,9.049965534980494,4.928146762616311,1.1167483788948043,1.228196721311476
1981-03-19,183.22116666666668,-4.509585425967262,-7.179685723176328,8.390755269312844,4.611859272920584,1.2764954462115612,0.9522950819672131
1981-03-20,183.2178333333333,-1.5090142204647972,-3.343323494951194,7.001794806849402,3.905937375172972,1.2008711591190233,0.080327868852459
1981-03-21,183.21066666666664,0.031592388542330964,-1.414398883878527,2.742985757277571,1.682510099687725,1.0416291423642643,0.0006557377049180328
1981-03-22,183.20633333333333,0.5884221654359987,-0.5356584174217243,2.619121242585682,1.5217552941547012,1.1055210182340311,0.0
1981-03-23,183.20833333333334,-0.4519774378562461,-1.549208335792255,3.6276244575318897,2.3807344500722287,1.2270611838246626,0.0
1981-03-24,183.2065,-0.4084643798620524,-2.3530790526872183,3.2979982345464083,1.829882325506214,1.0946969861916587,0.0
1981-03-25,183.19933333333333,-0.28436394775805846,-0.771587060250457,3.6517181164059838,2.502663902608734,1.0511748942355252,0.1378688524590164
1981-03-26,183.20250000000001,0.6269461832889893,0.19814330852584328,5.4805890891685625,3.1538691898956723,1.0036753292733047,5.014098360655737
1981-03-27,183.20450000000002,0.8983279117921583,-0.1864138638999553,2.849714551428574,2.2141503621069063,0.9730954575305951,0.16475409836065574
1981-03-28,183.20033333333333,1.8549397656706728,1.1579145806251503,7.061981218710393,4.678817412973242,1.2544797113277373,1.920983606557377
1981-03-29,183.227,2.48998634182677,1.9895612619833705,5.914581004325909,3.2623610323519743,1.3585411531634104,4.803114754098361
1981-03-30,183.24133333333336,1.6980019783487128,0.8190165723922764,7.355645620461382,4.269103676593846,1.4675842152234597,10.193606557377047
1981-03-31,183.2396666666667,0.935460330677681,-0.1591622561018987,6.135269540121215,3.582221894534745,1.654503585175408,0.980327868852459
1981-04-01,183.2508333333333,2.498613344568785,1.616005929100592,8.71708584751839,5.2776842084664395,1.551609442373312,2.814754098360656
1981-04-02,183.24883333333332,1.5737010281102184,0.6576950965864508,5.823743705157448,3.504477937005982,1.2073332775809928,0.022295081967213113
1981-04-03,183.26733333333334,2.831537558107961,2.150691682929234,4.956456760834014,3.0874864490732294,1.2500378013499618,0.6163934426229508
1981-04-04,183.29783333333333,-1.0757582009244129,-3.4996268586080848,12.942832485975826,7.743992946601379,1.3196194117074183,19.138196721311477
1981-04-05,183.3176666666667,-3.0927782772349666,-5.394582937884803,9.958373692047877,5.600152168670326,1.3533819115516494,1.6272131147540985
1981-04-06,183.29366666666667,0.3761083641830756,-2.2820508590597175,5.512547516150813,3.3848913287261024,1.6496660314826432,0.03049180327868852
1981-04-07,183.28183333333334,2.644817767500066,2.246690223811741,7.965381293528218,4.913629797451895,1.882365594434332,0.4691803278688525
1981-04-08,183.298,3.482315608433314,2.7773748233618325,3.6094243352642046,2.5029213484978263,2.14527415751412,1.6806557377049183
1981-04-09,183.29633333333334,3.225312135657485,2.6165587991541854,5.0543027530700435,2.8693206349702063,2.1754756405376923,0.4088524590163934
1981-04-10,183.29600000000002,4.4712020069563465,4.287190098373044,6.911091753950811,3.9470222521142007,2.15962457432888,5.40754098360656
1981-04-11,183.3065,3.7085689492777094,2.879077801904404,6.4098400911244005,3.6343044728081852,2.326603594023411,0.0
1981-04-12,183.3066666666667,1.706107236901108,0.667302533753924,6.190610682080971,3.5248683739151114,2.380283717960489,0.0
1981-04-13,183.2996666666667,2.863989823529509,2.6900770932633358,5.691420120716808,3.759066562118321,2.3762971130506942,3.5544262295081963
1981-04-14,183.34216666666666,-0.3381145892500066,-2.326796567466349,9.403699343131777,5.851091113975085,2.324032144171435,6.497540983606559
1981-04-15,183.31366666666668,0.5587937815659713,-2.2600625398143244,7.241295041079166,4.265268007017672,2.1317628670124296,0.0
1981-04-16,183.31300000000002,4.202354496028146,4.493144020602667,8.04311464182514,4.4504005191454254,2.2157503610965357,0.007704918032786885
1981-04-17,183.32133333333334,4.877200898670015,4.891013206498772,6.527889810659704,4.1133761271877605,2.319956661706884,2.7631147540983605
1981-04-18,183.33433333333332,-1.1946519864659728,-0.9892973994577168,6.384828805828291,3.555269794321222,2.081025097590145,0.0
1981-04-19,183.33466666666664,0.8064987416170084,-0.350439261126992,6.487370480199061,3.853491474368058,1.3615432119041375,1.2949180327868854
1981-04-20,183.32783333333336,-3.990374766239504,-4.462637802359811,6.466126273359563,3.46830153634267,1.306264135668216,0.01901639344262295
1981-04-21,183.30983333333333,-0.5026923718095637,-2.0370048876629765,5.274753129874099,3.657063863779314,1.4688913797279743,0.0027868852459016396
1981-04-22,183.31000000000003,2.6109949877472958,1.7733992688176912,7.66522445808406,4.16637376731788,1.633043855170981,4.816393442622954
1981-04-23,183.33950000000002,2.5938097246650127,1.8690644657901312,9.258979158139121,5.1894441957208475,1.4216767675605413,24.60262295081966
1981-04-24,183.361,1.3043047327573607,0.5513405789339517,8.474341000941074,5.28460010573623,1.7186733435496984,7.0013114754098345
1981-04-25,183.35799999999998,1.5035763176120054,1.543236452485815,5.132077819378873,3.050443345237687,1.9022055413465382,0.04459016393442623
1981-04-26,183.35133333333337,2.363929878286764,3.6826306357815297,2.2918046176550098,1.7337253205845227,2.1395578151869117,0.7022950819672132
1981-04-27,183.3601666666667,2.5015693456948216,4.772623083186201,2.1866628234339265,1.8821557391637591,2.1515716600858674,1.0329508196721313
1981-04-28,183.35716666666667,2.8365442185174854,4.795858101076376,3.43889493583834,2.2190720919037754,2.440141898074973,5.128032786885247
1981-04-29,183.36083333333337,2.7860861278715583,4.590158559365515,3.453520927572298,2.435030533769261,2.1962340852199387,0.8272131147540986
1981-04-30,183.37183333333334,1.8751892946204363,2.7896422581956886,4.9204006416313115,2.8066370141167374,2.2086779934270053,1.1496721311475409
1981-05-01,183.3605,1.2460597291284679,1.9754463852636057,5.066875388955726,2.8231425782286137,2.156746277899529,5.211639344262293
1981-05-02,183.34900000000002,3.287645807071607,2.6239317837140423,5.221546188982699,3.7009503742164056,2.321333033303401,0.06999999999999999
1981-05-03,183.3545,5.623451090183388,6.5560021895183365,8.511812506379867,4.9249404308688485,2.541904943761817,2.006065573770492
1981-05-04,183.3815,6.065809872685646,7.384653946158641,5.58663293243325,3.490354624277762,2.7395737673342837,10.7372131147541
1981-05-05,183.40966666666665,3.4107615801752824,4.311126447934454,7.499491387252946,4.839739142169875,2.7124754777095754,13.391475409836065
1981-05-06,183.4005,3.095994339508265,3.909812657775204,4.199540217551429,2.568458758536745,3.17476088865708,0.03573770491803279
1981-05-07,183.3946666666667,5.581789016723632,7.630160114886218,4.133905585663842,2.680304693404385,2.9038485015938473,0.0
1981-05-08,183.39133333333334,6.62691169531167,8.800287436175823,5.437340733116072,3.74454190308389,3.544670260133379,0.0
1981-05-09,183.413,3.159230978310514,2.6125946802808757,6.92396822657137,4.537717768262315,3.1845354855585524,0.9945901639344261
1981-05-10,183.40649999999997,0.31332707567279855,-0.10478041187816926,5.682115307107357,3.005516512548605,2.450077632922721,0.5673770491803278
1981-05-11,183.40733333333333,2.5597550528390065,2.38540495310398,5.1067058636695135,3.0502488938080115,2.4016707631687546,0.0
1981-05-12,183.40416666666667,4.401630206983917,5.594715825769287,5.1188891797195115,3.3743320843255846,2.6149153596719867,0.0
1981-05-13,183.40233333333333,5.894629549817971,8.37960134173598,4.529510210178367,2.9566323517289668,2.723960882182351,0.0004918032786885246
1981-05-14,183.39616666666666,6.857617397697604,10.750644271210591,3.2281307510425794,1.859911143369672,2.6870721774915656,0.0
1981-05-15,183.39883333333333,7.539567584083194,11.512071100028672,3.814306228677976,2.3878714380540447,3.227039726377076,0.0
1981-05-16,183.40633333333335,4.001940811572432,5.01510455908365,7.5733281879349565,4.998664596938063,3.6708153122687053,0.0
1981-05-17,183.4,2.615238345399195,3.7336688683785626,5.269348747358747,3.2559206729955,3.588976331281358,0.04344262295081967
1981-05-18,183.38966666666667,4.341448024827606,6.828041927177647,3.534077503739441,2.334024180807938,3.430348295126794,0.0
1981-05-19,183.38766666666663,6.812190685142464,10.65693035504676,4.263326226016639,2.2195315041518318,3.7282819025474887,0.0
1981-05-20,183.38283333333334,9.347604868363364,15.038637923352235,5.424694281166344,3.2012834783906614,3.994299517217827,0.0
1981-05-21,183.38449999999997,9.999573389689125,16.563865720567847,5.253524834454291,3.1831338703080805,4.057524295454914,0.0
1981-05-22,183.3813333333333,10.049489949025267,16.598067243630783,3.7488651174907908,3.2287641235039124,5.586896670367425,0.09672131147540983
1981-05-23,183.3835,10.017675659283487,15.928636344589671,5.160675036583226,3.1364620985701768,7.08690568837061,1.4967213114754097
1981-05-24,183.39016666666666,9.081919637667077,13.186921984944117,5.480875606444669,3.5577853889799185,7.590861245322941,7.987049180327867
1981-05-25,183.40266666666665,7.268337158929735,10.115078898718284,4.049154040505868,3.0933961376487527,7.352441259877984,3.746065573770492
1981-05-26,183.413,4.9087793389145205,8.193914485030353,4.710553100750353,3.4333981920365844,5.969977300937353,3.412786885245901
1981-05-27,183.41066666666669,5.196082173561564,10.311786222142098,2.359575410674821,1.7950360866310338,5.325708192839551,0.04557377049180328
1981-05-28,183.40600000000003,6.358752140382517,12.98504471094666,2.4244510069854326,2.2013820232993977,5.195653238431884,0.10213114754098361
1981-05-29,183.40183333333334,8.44976574385247,14.174713261080104,4.088086626271108,3.4872429208346016,5.250631533979747,1.399672131147541
1981-05-30,183.41116666666667,5.400182931601598,8.496021733905042,6.711890746844116,4.412767566509463,4.105827790337024,2.860983606557377
1981-05-31,183.40083333333334,5.633046740577334,8.07717361618614,4.024190803829843,2.623937133468707,3.8141633099035803,0.08278688524590164
1981-06-01,183.4025,6.9373475159106635,10.642545417970906,4.849648132091065,2.8574397025656917,4.4299378321261464,3.570163934426231
1981-06-02,183.40733333333333,8.344955496236581,13.53309129458127,5.310218492730582,2.9143236223399738,5.413737003656829,4.395081967213114
1981-06-03,183.43183333333332,8.428739872108514,14.16187470796093,4.943229063709273,2.581629345468715,5.5673525564711355,14.122786885245896
1981-06-04,183.43666666666664,9.356928935667284,17.003370137667282,3.343707076342979,2.544446285962949,6.22244048081896,2.7973770491803283
1981-06-05,183.4238333333333,10.673102541034723,16.65444615345127,6.132201831467424,4.538605277388788,6.507635307045658,0.5208196721311477
1981-06-06,183.4425,9.013900704935295,13.621542503239038,6.430962919553509,4.589835756404443,6.88877866803991,1.0755737704918031
1981-06-07,183.42866666666666,7.64976890719667,11.756793369520583,3.868861888128178,2.6309818189906116,6.864851441608843,0.3214754098360655
1981-06-08,183.43449999999999,8.340777053313998,12.499419264972339,6.682115517233997,4.009559972255215,6.5613110159293635,5.702295081967214
1981-06-09,183.44216666666668,7.924606297291866,12.095585475694268,5.359683191054291,3.1866014462942904,6.275276418472248,0.11704918032786885
1981-06-10,183.44566666666665,8.469110514841924,12.677036268558462,5.014478640228448,3.3178599207615074,6.401376457875062,4.354426229508196
1981-06-11,183.4425,9.180577557103165,13.498570675881501,4.836744280841952,3.560427936397153,6.721293927792278,2.6414754098360644
1981-06-12,183.44816666666668,9.116470505591153,15.1850540127449,4.081918618071456,2.5630401838973254,7.0710733969004265,3.60672131147541
1981-06-13,183.44466666666665,10.15977544200663,14.976863684243714,5.542700019598196,3.224434150478368,7.54963340127815,4.954918032786885
1981-06-14,183.4655,10.253588695915374,15.511098924851572,5.034532441163594,2.82385228327333,7.34044495931143,25.428852459016394
1981-06-15,183.4706666666667,11.35279767042926,17.74218861156741,5.670007057226422,3.6699596359847377,7.74910842459186,12.447540983606556
1981-06-16,183.4745,9.143491394665777,13.422973489656098,5.830876311129723,3.9824697424905353,7.340284781595787,2.4139344262295084
1981-06-17,183.47316666666669,9.122853259651025,13.68922237370977,5.480776051045265,4.363343192501152,7.164893293553629,0.702950819672131
1981-06-18,183.46666666666667,10.831784021286738,14.785795140213793,10.369205052815081,7.3262147441428835,7.025965156010136,1.3522950819672128
1981-06-19,183.48350000000002,7.3927259899321065,11.351472395671651,5.281869203754468,3.964065766522941,6.1406337750698325,0.4581967213114754
1981-06-20,183.481,7.62159457823046,11.006471562332933,3.9753350698804435,2.4688290375713784,5.79129870739804,8.852295081967213
1981-06-21,183.48866666666666,6.010130032390154,10.590231223874795,2.7930449812317235,1.7844105711000442,4.957142835293217,2.1963934426229508
1981-06-22,183.4915,7.5836949640390845,12.110442769974803,4.0567955549785335,2.892976783694378,5.356048245965143,8.90295081967213
1981-06-23,183.48916666666665,8.559580407175075,12.978295290443805,3.7322822975028007,2.3947762619172286,6.528742772910621,1.7516393442622946
1981-06-24,183.49366666666666,8.09897989805053,11.202225859854664,5.272202613389287,3.250198159654981,6.636990743261227,9.105573770491798
1981-06-25,183.5155,7.9640918134832015,12.675530692599464,5.496273354239001,3.1293931607832883,6.283738436361862,1.6424590163934423
1981-06-26,183.5045,9.001533041194993,14.347898546433607,3.3171284531773444,2.132036035926633,7.234240443939666,1.2267213114754103
1981-06-27,183.49533333333332,10.2725187807667,15.379163434700201,4.011351670805738,3.5181894708334984,7.680757202099786,0.24950819672131147
1981-06-28,183.49616666666668,11.827116142324854,16.74060915848014,7.227643393460012,4.705337719158694,8.292920749907243,3.417540983606557
1981-06-29,183.51633333333334,11.364334417849165,16.511006504757777,4.8066621184698235,3.478133494223299,8.994218184212444,18.05540983606557
1981-06-30,183.52833333333334,9.255331649261265,14.887896152521607,4.953385176111904,3.218484930691249,9.050772919727944,0.9772131147540983
1981-07-01,183.52583333333334,10.417966829676207,16.17409629063891,3.9275232531620756,2.976245911579516,9.108513721026254,0.0
1981-07-02,183.51833333333335,11.112356004260834,17.487005861126566,3.715049281888255,3.1398047802597113,9.563226339993076,0.0
1981-07-03,183.51616666666666,11.803285027847808,18.635349357891293,3.1311915182329546,2.837876504330227,10.209021928432682,0.19606557377049177
1981-07-04,183.52016666666668,11.444497984282826,19.306200469566498,2.3751372874446433,2.0639101098210335,10.662924616230333,3.6403278688524594
1981-07-05,183.521,12.22486167700112,20.269134698324645,3.162855654776109,2.199973340775801,11.146379296502039,0.46114754098360666
1981-07-06,183.51833333333332,13.739861819208883,22.522640691424566,4.056114210348283,2.5994078996299987,11.480272179687981,0.0
1981-07-07,183.51633333333334,14.983357695495194,23.846912139825207,4.085456724079303,3.998990100495446,12.182896229175041,0.0
1981-07-08,183.5148333333333,15.706651973075607,24.068434026857087,4.946768587896022,4.203488324654847,12.47637854131704,0.000819672131147541
1981-07-09,183.5225,14.24056699324628,21.535053842641396,7.165858836580879,4.500727999120049,11.532622493124611,5.328524590163934
1981-07-10,183.51733333333334,13.93125563900487,20.73869508149608,5.733496913451794,3.6289191026858947,11.344305022445324,0.0
1981-07-11,183.51633333333334,13.685532187118007,20.584914664295862,3.031853111059564,2.382399205001376,11.67788455761554,0.8968852459016391
1981-07-12,183.51716666666667,13.115791684105284,20.48229031425965,2.8803402930246635,2.3904330071730744,12.080919459520935,0.009672131147540985
1981-07-13,183.514,14.055254099320392,21.098344756541138,4.645168329730234,3.4279411683147223,12.177990309195202,0.12819672131147541
1981-07-14,183.5198333333333,12.400366595002263,17.258453924924325,3.6674793495966638,2.7593815122393983,12.021017385279826,1.7352459016393438
1981-07-15,183.51433333333333,11.535856285873729,16.482082880622233,2.738567870519288,1.9990088067414653,12.444673028068435,7.2680327868852475
1981-07-16,183.5086666666667,11.463235154443858,17.738407185535547,2.4623244660428405,1.786880559629565,12.059059456512044,0.09213114754098359
1981-07-17,183.50516666666667,11.693219385990485,16.84000227467114,2.385999545062291,1.8975514358696155,12.128287963357518,5.759672131147541
1981-07-18,183.50900000000001,11.193113171324438,17.481430121078652,2.040975177968046,1.6120195155552202,11.90881161632489,5.3422950819672135
1981-07-19,183.508,12.419723212313487,19.108327322448332,2.4102497542448984,2.1688055107080113,12.572556006194475,0.014098360655737706
1981-07-20,183.51183333333333,13.127839419306541,18.081787858840915,2.9262852549192098,2.8199976632844286,13.014148003665472,3.9465573770491797
1981-07-21,183.51850000000002,11.598903798732628,13.877584933182,5.86755356175214,3.515281529710494,11.873097746044886,10.789016393442617
1981-07-22,183.506,11.500655089916826,14.138454740410609,3.5392897778275305,2.074450734089674,11.466406952316202,0.0
1981-07-23,183.50066666666666,11.797906927510995,14.920255783114731,3.00172511634983,2.8198042415714966,11.578703837458969,0.9098360655737705
1981-07-24,183.48816666666664,14.110518254390383,17.004327491945514,5.118531705786992,4.07378293021015,11.91323448530027,3.776393442622949
1981-07-25,183.51250000000005,14.513499071808898,17.390892786695463,5.976599287886662,4.068018007825361,12.005816883563483,7.378032786885247
1981-07-26,183.51916666666668,12.355609128264344,13.49133324359953,4.650569753095534,3.2403986730912697,12.200425193258104,0.13196721311475412
1981-07-27,183.51183333333333,12.866767494045956,14.328958111356691,3.702341431473356,2.4102368447815894,12.506455471763028,0.008524590163934427
1981-07-28,183.5095,12.719077376281325,15.918147518671645,2.3868676597783924,1.9865193998617021,12.827191511474528,0.1675409836065574
1981-07-29,183.5051666666667,14.073259600165756,17.06057179263622,3.5106242896354667,3.112208276179351,12.962694999869175,0.13311475409836065
1981-07-30,183.49733333333333,15.608261860957759,18.615009021548506,4.344782729982236,3.5230957399975207,13.374407018796708,0.01836065573770492
1981-07-31,183.49166666666667,17.173204266295137,20.855150858561196,6.620252196306822,4.961930019632514,13.540363928305434,0.8329508196721315
1981-08-01,183.49,18.2395806993757,22.433672831284824,5.574001286166647,4.0148703697070065,14.090432966997513,6.078852459016393
1981-08-02,183.50300000000001,16.444993583523495,20.12765806926533,3.009317414638702,2.0184901570062515,14.605485518366711,8.809672131147545
1981-08-03,183.50216666666665,15.812846410842166,19.67257020120852,2.4414294096765565,1.94256014483998,15.053639395080648,0.8250819672131148
